ID	class	Prob_class	order	Prob_order	family	Prob_family	subfamily	Prob_subfamily	tribe	Prob_tribe	genus	Prob_genus	species	Prob_species
GMGMB1150-14		Insecta	1.00	Diptera	0.98	Fanniidae	0.63	dummy_Fanniidae	0.63	dummy_Fanniidae	0.63	Fannia	0.63	Fannia_polychaeta	0.51
GMGRE596-13		Insecta	1.00	Diptera	0.89	Mycetophilidae	0.83	Mycetophilinae	0.81	Mycetophilini	0.80	Mycetophila	0.76	Mycetophila_mohilevensis	0.24
FBCOK640-13		Insecta	1.00	Coleoptera	1.00	Nitidulidae	1.00	Meligethinae	1.00	dummy_Meligethinae	1.00	Pria	1.00	Pria_dulcamarae	1.00
FBCOJ374-12		Insecta	1.00	Coleoptera	1.00	Attelabidae	1.00	Rhynchitinae	1.00	Rhynchitini	1.00	Involvulus	1.00	Involvulus_cupreus	1.00
FBAQU354-09		Insecta	1.00	Diptera	0.49	Glossosomatidae	0.14	Glossosomatinae	0.14	dummy_Glossosomatinae	0.14	Glossosoma	0.14	Glossosoma_nylanderi	0.11
GWORU337-10		Insecta	1.00	Lepidoptera	1.00	Noctuidae	0.63	Noctuinae	0.44	dummy_Noctuinae	0.18	Tiliacea	0.06	Tiliacea_aurago	0.06
GWOR4332-09		Insecta	1.00	Lepidoptera	0.96	Geometridae	0.28	Ennominae	0.21	dummy_Ennominae	0.21	Pediasia	0.07	Yezognophos_vittaria	0.06
GWORL360-09		Insecta	1.00	Lepidoptera	0.98	Geometridae	0.85	Larentiinae	0.82	Eupitheciini	0.75	Eupithecia	0.75	Eupithecia_absinthiata	0.13
FBACA836-10		Insecta	1.00	Hymenoptera	0.47	Ichneumonidae	0.29	Phygadeuontinae	0.10	dummy_Phygadeuontinae	0.10	Gelis	0.07	Gelis_rufipes	0.06
FBSYB195-11		Insecta	1.00	Hymenoptera	1.00	Tenthredinidae	1.00	Tenthredininae	1.00	dummy_Tenthredininae	1.00	Tenthredo	1.00	Tenthredo_obsoleta	1.00
FBLMS316-09		Insecta	1.00	Lepidoptera	1.00	Tortricidae	0.95	Olethreutinae	0.92	Eucosmini	0.71	Epinotia	0.59	Epinotia_pygmaeana	0.15
GBCOU2544-13		Insecta	1.00	Coleoptera	0.99	Staphylinidae	0.99	Omaliinae	0.99	Anthophagini	0.99	Anthophagus	0.99	Anthophagus_alpinus	0.99
CNCDB609-11		Insecta	1.00	Diptera	0.92	Syrphidae	0.48	Eristalinae	0.34	Brachyopini	0.18	Brachyopa	0.09	Brachyopa_testacea	0.09
FBCOG844-12		Insecta	1.00	Coleoptera	0.47	Staphylinidae	0.14	Hydroporinae	0.09	Hydroporini	0.09	Hydroporus	0.08	Coenosia_octopunctata	0.04
GBCOU3747-13		Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Zabrini	1.00	Amara	1.00	Amara_praetermissa	1.00
GMGMV2058-20		Insecta	0.98	Lepidoptera	0.30	Cecidomyiidae	0.14	Micromyinae	0.13	Bryomyiini	0.10	Bryomyia	0.10	Bryomyia_bergrothi	0.10
MJBRC116-17		Insecta	1.00	Lepidoptera	0.37	Tenthredinidae	0.19	Nematinae	0.08	dummy_Nematinae	0.08	Cyclophora	0.06	Bryomyia_bergrothi	0.05
GCOL8846-16		Insecta	1.00	Coleoptera	0.60	Staphylinidae	0.54	Steninae	0.50	dummy_Steninae	0.50	Stenus	0.50	Stenus_comma	0.10
FBLMZ285-12		Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Eucosmini	1.00	Epiblema	1.00	Epiblema_scutulana	1.00
GBACU1811-12		Insecta	1.00	Hymenoptera	0.89	Andrenidae	0.82	Andreninae	0.82	Andrenini	0.82	Andrena	0.82	Andrena_bicolor	0.37
GBLAA2430-15		Insecta	1.00	Lepidoptera	1.00	Drepanidae	1.00	Thyatirinae	1.00	dummy_Thyatirinae	1.00	Tethea	1.00	Tethea_ocularis	1.00
GMGRG3769-13		Insecta	1.00	Diptera	1.00	Agromyzidae	1.00	Phytomyzinae	1.00	dummy_Phytomyzinae	1.00	Phytomyza	1.00	Phytomyza_notata	1.00
FBLMT067-09		Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Grapholitini	1.00	Cydia	1.00	Cydia_strobilella	1.00
MIDGE167-06		Insecta	0.99	Diptera	0.74	Chironomidae	0.21	Syrphinae	0.15	Tanytarsini	0.10	Platycheirus	0.10	Platycheirus_parmatus	0.07
GWORZ495-10		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	dummy_Noctuinae	1.00	Euxoa	1.00	Euxoa_recussa	1.00
FBLMV937-09		Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Gelechiinae	1.00	Gnorimoschemini	1.00	Scrobipalpopsis	1.00	Scrobipalpopsis_petasitis	1.00
FBCOD987-11		Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Oxytelinae	1.00	Thinobiini	1.00	Carpelimus	1.00	Carpelimus_rivularis	0.91
BMAH005-16		Insecta	0.99	Diptera	0.54	Syrphidae	0.18	Syrphinae	0.10	Syrphini	0.07	Xanthogramma	0.06	Xanthogramma_pedissequum	0.04
FBCOH510-12		Insecta	1.00	Coleoptera	0.85	Staphylinidae	0.54	Mycetoporinae	0.16	dummy_Mycetoporinae	0.16	Lordithon	0.08	Lordithon_lunulatus	0.04
GMGMO967-18		Insecta	1.00	Hymenoptera	1.00	Ichneumonidae	1.00	Phygadeuontinae	0.98	dummy_Phygadeuontinae	0.98	Acrolyta	0.96	Acrolyta_nens	0.96
GCOL1079-16		Insecta	1.00	Coleoptera	1.00	Chrysomelidae	1.00	Galerucinae	1.00	Alticini	1.00	Aphthona	1.00	Aphthona_euphorbiae	1.00
GBCOU822-13		Insecta	1.00	Coleoptera	0.56	Staphylinidae	0.38	Scydmaeninae	0.31	Stenichnini	0.31	Neuraphes	0.31	Neuraphes_coronatus	0.30
GBACU3188-13		Insecta	1.00	Hymenoptera	0.91	Tenthredinidae	0.89	Blennocampinae	0.32	dummy_Blennocampinae	0.32	Eutomostethus	0.24	Eutomostethus_luteiventris	0.24
FBCOJ326-12		Insecta	1.00	Coleoptera	0.70	Carabidae	0.58	Nebriinae	0.48	Notiophilini	0.47	Notiophilus	0.47	Notiophilus_aquaticus	0.24
FBSYB940-12		Insecta	1.00	Hymenoptera	1.00	Tenthredinidae	1.00	Allantinae	1.00	dummy_Allantinae	1.00	Empria	1.00	Empria_longicornis_group	1.00
FBNE148-13		Insecta	1.00	Neuroptera	0.73	Chrysopidae	0.72	Chrysopinae	0.72	Chrysopini	0.67	Chrysopa	0.62	Chrysopa_dorsalis	0.54
FBSYM190-09		Insecta	1.00	Hymenoptera	1.00	Tenthredinidae	1.00	Nematinae	1.00	dummy_Nematinae	1.00	Pristiphora	1.00	Pristiphora_nigriceps	1.00
FBACA996-10		Insecta	1.00	Hymenoptera	1.00	Psenidae	1.00	dummy_Psenidae	1.00	dummy_Psenidae	1.00	Mimumesa	1.00	Mimumesa_atratina	1.00
HYDCA099-16		Insecta	0.98	Diptera	0.26	Tenthredinidae	0.09	Nematinae	0.08	dummy_Nematinae	0.08	Euura	0.07	Eupithecia_fennoscandica	0.03
FBLMU433-09		Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	0.99	Olethreutini	0.99	Endothenia	0.97	Endothenia_gentianaeana	0.95
FBNE078-11		Insecta	1.00	Coleoptera	0.34	Tachinidae	0.12	Exoristinae	0.08	Hydroporini	0.06	Hydroporus	0.06	Parnassius_mnemosyne	0.03
GCOL10340-16		Insecta	0.99	Coleoptera	0.70	Curculionidae	0.55	Ceutorhynchinae	0.22	Ceutorhynchini	0.22	Ceutorhynchus	0.15	Hypera_viciae	0.07
GMGMV3685-20		Insecta	1.00	Hymenoptera	0.99	Ichneumonidae	0.99	Campopleginae	0.83	dummy_Campopleginae	0.83	Campoletis	0.81	Campoletis_thomsoni	0.68
GBDTA10139-21		Insecta	0.98	Lepidoptera	0.35	Gelechiidae	0.09	Micromyinae	0.06	dummy_Phycitinae	0.04	Idaea	0.04	Idaea_muricata	0.04
GCOL10284-16		Insecta	1.00	Coleoptera	0.52	Staphylinidae	0.28	Aleocharinae	0.20	Athetini	0.08	Atheta	0.06	Aleochara_moerens	0.05
GCOL12981-16		Insecta	1.00	Coleoptera	0.67	Carabidae	0.57	Harpalinae	0.51	Harpalini	0.21	Anisodactylus	0.17	Anisodactylus_binotatus	0.17
GCOL8910-16		Insecta	1.00	Diptera	0.54	Staphylinidae	0.18	Aleocharinae	0.07	Anisotomini	0.05	Idiocera	0.04	Idiocera_pallens	0.04
GBLAF242-14		Insecta	1.00	Lepidoptera	1.00	Drepanidae	1.00	Thyatirinae	1.00	dummy_Thyatirinae	1.00	Achlya	1.00	Achlya_flavicornis	1.00
GBCOU3604-13		Insecta	1.00	Coleoptera	1.00	Curculionidae	1.00	Ceutorhynchinae	1.00	Ceutorhynchini	1.00	Hadroplontus	1.00	Hadroplontus_litura	1.00
GBLAC621-13		Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Sterrhinae	1.00	dummy_Sterrhinae	1.00	Idaea	1.00	Idaea_muricata	1.00
FBCON681-13		Insecta	1.00	Coleoptera	0.43	Staphylinidae	0.09	Noctuinae	0.06	Galerucini	0.04	Galerucella	0.04	Galerucella_sagittariae	0.04
FBLMV719-09		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Xylenini	1.00	Ipimorpha	1.00	Ipimorpha_retusa	1.00
FBLMT566-09		Insecta	1.00	Lepidoptera	1.00	Prodoxidae	1.00	Lamproniinae	1.00	dummy_Lamproniinae	1.00	Lampronia	1.00	Lampronia_corticella	1.00
GWORD1083-08		Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Sterrhinae	1.00	dummy_Sterrhinae	1.00	Cyclophora	1.00	Cyclophora_pendularia	1.00
FBLMT626-09		Insecta	1.00	Lepidoptera	1.00	Pterophoridae	1.00	Pterophorinae	1.00	dummy_Pterophorinae	1.00	Platyptilia	1.00	Platyptilia_nemoralis	1.00
GWORG121-08		Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	dummy_Larentiinae	1.00	Venusia	1.00	Venusia_blomeri	1.00
FBCOD920-11		Insecta	1.00	Coleoptera	1.00	Ciidae	1.00	Ciinae	1.00	dummy_Ciinae	1.00	Cis	1.00	Cis_micans	1.00
GWOSN332-11		Insecta	1.00	Lepidoptera	0.99	Geometridae	0.47	Sterrhinae	0.31	dummy_Sterrhinae	0.31	Idaea	0.31	Idaea_sylvestraria	0.13
GBEPT291-14		Insecta	1.00	Plecoptera	1.00	Nemouridae	1.00	Nemourinae	1.00	dummy_Nemourinae	1.00	Nemoura	1.00	Nemoura_cinerea	1.00
GBDTA9946-21		Insecta	1.00	Diptera	0.52	Staphylinidae	0.11	Aleocharinae	0.06	dummy_Orthocladiinae	0.05	Dicranomyia	0.03	Limnophyes_pumilio	0.03
FBAPC462-10		Insecta	0.98	Hymenoptera	0.56	Ichneumonidae	0.26	Campopleginae	0.08	dummy_Campopleginae	0.08	Diadegma	0.05	Diadegma_fenestrale	0.03
GBLAB151-13		Insecta	1.00	Lepidoptera	0.86	Nymphalidae	0.41	Satyrinae	0.41	Satyrini	0.39	Oeneis	0.35	Oeneis_norna	0.26
FBCOD1015-11		Insecta	1.00	Coleoptera	1.00	Curculionidae	1.00	Bagoinae	1.00	dummy_Bagoinae	1.00	Bagous	1.00	Bagous_claudicans	0.82
FBCOD378-11		Insecta	1.00	Coleoptera	0.52	Staphylinidae	0.12	Elaterinae	0.06	Agriotini	0.06	Agriotes	0.06	Agriotes_obscurus	0.05
GBCOC701-12		Insecta	1.00	Coleoptera	0.59	Staphylinidae	0.25	Aleocharinae	0.11	dummy_Meligethinae	0.09	Tachinus	0.05	Tetratoma_fungorum	0.05
FBLMU739-09		Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Tortricinae	1.00	Cochylini	1.00	Aethes	1.00	Aethes_cnicana	1.00
GWORL673-09		Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Ennominae	1.00	dummy_Ennominae	1.00	Peribatodes	1.00	Peribatodes_secundaria	1.00
GBCOU1634-13		Insecta	1.00	Coleoptera	0.91	Scarabaeidae	0.75	Cetoniinae	0.75	Trichiini	0.74	Trichius	0.74	Trichius_fasciatus	0.74
BCHYM9394-15		Insecta	0.96	Hymenoptera	0.80	Pemphredonidae	0.53	Pemphredoninae	0.53	Pemphredonini	0.52	Passaloecus	0.51	Passaloecus_borealis	0.44
GMGMP6207-18		Insecta	1.00	Hymenoptera	0.96	Ichneumonidae	0.94	Orthocentrinae	0.40	dummy_Orthocentrinae	0.40	Orthocentrus	0.23	Stenomacrus_minutissimus	0.07
FBCOG383-12		Insecta	1.00	Coleoptera	1.00	Attelabidae	1.00	Rhynchitinae	1.00	Rhynchitini	1.00	Temnocerus	1.00	Temnocerus_nanus	1.00
GWOTF292-12		Insecta	1.00	Lepidoptera	1.00	Noctuidae	0.97	Noctuinae	0.93	dummy_Noctuinae	0.48	Spaelotis	0.37	Spaelotis_ravida	0.30
GWORL662-09		Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Spilomelinae	1.00	dummy_Spilomelinae	1.00	Udea	1.00	Udea_hamalis	0.97
FBLMZ711-12		Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Olethreutini	1.00	Bactra	1.00	Bactra_lancealana	0.78
GCOL2637-16		Insecta	1.00	Coleoptera	0.55	Staphylinidae	0.17	Aleocharinae	0.07	Cantharini	0.07	Cantharis	0.05	Pachyprotasis_rapae	0.04
GCOL6467-16		Insecta	0.99	Coleoptera	0.35	Staphylinidae	0.15	Aleocharinae	0.10	Athetini	0.10	Atheta	0.09	Medina_separata	0.06
BCHYM7614-15		Insecta	1.00	Hymenoptera	0.95	Ichneumonidae	0.91	Pimplinae	0.29	Pimplini	0.13	Pimpla	0.13	Zaglyptus_varipes	0.07
GBLAC366-13		Insecta	1.00	Lepidoptera	1.00	Noctuidae	0.81	Noctuinae	0.71	Apameini	0.25	Mythimna	0.08	Plusia_putnami	0.05
GBCOU624-13		Insecta	1.00	Diptera	0.39	Tachinidae	0.16	Tachininae	0.07	Tachinini	0.05	Stegania	0.03	Stegania_cararia	0.03
GBSYM1897-13		Insecta	1.00	Hymenoptera	1.00	Tenthredinidae	1.00	Tenthredininae	1.00	dummy_Tenthredininae	1.00	Tenthredo	1.00	Tenthredo_colon	0.89
GWORD1060-08		Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Ennominae	1.00	dummy_Ennominae	1.00	Alcis	1.00	Alcis_deversata	1.00
FBLMU205-09		Insecta	1.00	Lepidoptera	1.00	Tineidae	1.00	Tineinae	1.00	dummy_Tineinae	1.00	Monopis	1.00	Monopis_obviella	1.00
ODOPE175-11		Insecta	1.00	Lepidoptera	1.00	Yponomeutidae	1.00	Yponomeutinae	1.00	dummy_Yponomeutinae	1.00	Swammerdamia	1.00	Swammerdamia_pyrella	1.00
GWOR4088-09		Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	dummy_Larentiinae	1.00	Anticollix	1.00	Anticollix_sparsata	1.00
FBAPC786-11		Insecta	1.00	Hymenoptera	1.00	Megachilidae	1.00	Megachilinae	1.00	Megachilini	1.00	Coelioxys	1.00	Coelioxys_rufescens	1.00
GBCOB769-12		Insecta	1.00	Coleoptera	0.42	Staphylinidae	0.11	Tachininae	0.06	Siphonini	0.05	Ceranthia	0.05	Ceranthia_tenuipalpis	0.05
FBAPB263-09		Insecta	0.98	Hymenoptera	0.79	Apidae	0.66	Nomadinae	0.62	Nomadini	0.62	Nomada	0.62	Nomada_flavopicta	0.20
GBCOC556-12		Insecta	1.00	Coleoptera	0.63	Staphylinidae	0.40	Omaliinae	0.25	Omaliini	0.24	Omalium	0.22	Omalium_septentrionis	0.09
GWOSU029-11		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Apameini	1.00	Arenostola	1.00	Arenostola_phragmitidis	1.00
AMTPD2446-15		Insecta	1.00	Diptera	0.98	Heleomyzidae	0.37	Heleomyzinae	0.37	Heleomyzini	0.34	Scoliocentra	0.23	Scoliocentra_villosa	0.11
GCOL9397-16		Insecta	1.00	Coleoptera	1.00	Cerambycidae	1.00	Lamiinae	1.00	Pogonocherini	1.00	Pogonocherus	1.00	Pogonocherus_decoratus	1.00
GBLAA222-14		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	dummy_Noctuinae	1.00	Mythimna	1.00	Mythimna_pallens	1.00
GBCOU2856-13		Insecta	1.00	Coleoptera	0.85	Cantharidae	0.80	Cantharinae	0.80	Cantharini	0.74	Rhagonycha	0.50	Rhagonycha_fugax	0.23
FBCOP210-13		Insecta	1.00	Diptera	0.34	Tachinidae	0.12	Apioninae	0.12	Apionini	0.12	Eutrichapion	0.03	Calybites_phasianipennella	0.03
GBLAB101-13		Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	dummy_Larentiinae	1.00	Orthonama	1.00	Orthonama_vittata	1.00
FBCOG743-12		Insecta	0.99	Coleoptera	0.54	Curculionidae	0.36	Hyperinae	0.13	Hyperini	0.13	Hypera	0.13	Philopedon_plagiatum	0.04
GBMWH103-15		Insecta	1.00	Lepidoptera	0.39	Ichneumonidae	0.19	Ichneumoninae	0.06	dummy_Ichneumoninae	0.06	Callisto	0.04	Callisto_insperatella	0.04
FBSYB1102-12		Insecta	1.00	Hymenoptera	0.96	Tenthredinidae	0.94	Nematinae	0.54	dummy_Nematinae	0.54	Pristiphora	0.27	Pristiphora_punctifrons	0.09
GWORK430-09		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	dummy_Noctuinae	1.00	Hadena	1.00	Hadena_compta	1.00
ODOPE899-11		Insecta	1.00	Lepidoptera	1.00	Pyralidae	1.00	Phycitinae	1.00	dummy_Phycitinae	1.00	Sciota	1.00	Sciota_adelphella	1.00
GWORM114-09		Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Cidariini	1.00	Thera	1.00	Thera_cognata	1.00
FBCOK116-13		Insecta	1.00	Coleoptera	0.69	Ptinidae	0.14	Dorcatominae	0.14	Dorcatomini	0.14	Dorcatoma	0.14	Dorcatoma_dresdensis	0.08
FBLMV347-09		Insecta	1.00	Lepidoptera	1.00	Argyresthiidae	1.00	dummy_Argyresthiidae	1.00	dummy_Argyresthiidae	1.00	Argyresthia	1.00	Argyresthia_semifusca	0.88
FBLMU948-09		Insecta	1.00	Lepidoptera	1.00	Lasiocampidae	1.00	Lasiocampinae	1.00	dummy_Lasiocampinae	1.00	Lasiocampa	1.00	Lasiocampa_quercus	1.00
GBCOU3152-13		Insecta	1.00	Coleoptera	0.75	Staphylinidae	0.46	Aleocharinae	0.23	Homalotini	0.09	Atheta	0.09	Gyrophaena_bihamata	0.04
FBCOP166-13		Insecta	1.00	Coleoptera	0.69	Staphylinidae	0.53	Aleocharinae	0.45	Athetini	0.39	Atheta	0.34	Atheta_allocera	0.09
GBEPT771-14		Insecta	1.00	Trichoptera	1.00	Limnephilidae	1.00	Limnephilinae	1.00	dummy_Limnephilinae	1.00	Limnephilus	1.00	Limnephilus_griseus	1.00
GBLAA1047-15		Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	dummy_Larentiinae	1.00	Eustroma	1.00	Eustroma_reticulata	1.00
GBUPS053-14		Insecta	1.00	Hymenoptera	1.00	Trigonalidae	1.00	Trigonalinae	1.00	dummy_Trigonalinae	1.00	Pseudogonalos	1.00	Pseudogonalos_hahnii	1.00
FBCOO892-13		Insecta	1.00	Coleoptera	0.54	Staphylinidae	0.36	Aleocharinae	0.17	Athetini	0.09	Carpelimus	0.04	Atheta_dadopora	0.03
GBLAC1135-13		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	dummy_Noctuinae	1.00	Apamea	1.00	Apamea_unanimis	1.00
GBACU3152-13		Insecta	1.00	Hymenoptera	1.00	Tenthredinidae	1.00	Nematinae	1.00	dummy_Nematinae	1.00	Pristiphora	1.00	Pristiphora_cincta	0.99
FBSYB1438-12		Insecta	1.00	Hymenoptera	1.00	Tenthredinidae	1.00	Nematinae	1.00	dummy_Nematinae	1.00	Euura	1.00	Euura_myosotidis	1.00
FBLMU576-09		Insecta	1.00	Lepidoptera	1.00	Glyphipterigidae	1.00	Glyphipteriginae	1.00	dummy_Glyphipteriginae	1.00	Glyphipterix	1.00	Glyphipterix_thrasonella	1.00
MIDGE458-07		Insecta	1.00	Diptera	0.74	Chironomidae	0.52	Chironominae	0.42	Chironomini	0.25	Tanytarsus	0.13	Tanytarsus_eminulus	0.05
GWOR3883-09		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Orthosiini	1.00	Orthosia	1.00	Orthosia_populeti	1.00
GWOR3919-09		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Hadenini	1.00	Sideridis	1.00	Sideridis_reticulata	1.00
GWORO298-09		Insecta	1.00	Lepidoptera	0.92	Geometridae	0.47	Larentiinae	0.40	dummy_Larentiinae	0.32	Eupithecia	0.08	Amblyptilia_punctidactyla	0.07
GWOSA636-10		Insecta	1.00	Lepidoptera	0.92	Geometridae	0.63	Larentiinae	0.58	dummy_Larentiinae	0.55	Xanthorhoe	0.32	Xanthorhoe_montanata	0.08
FBLMW633-10		Insecta	1.00	Lepidoptera	0.99	Tortricidae	0.59	Olethreutinae	0.31	Archipini	0.17	Archips	0.09	Rhopobota_naevana	0.07
GWORR381-10		Insecta	1.00	Lepidoptera	1.00	Noctuidae	0.99	Noctuinae	0.98	Caradrinini	0.89	Hoplodrina	0.88	Hoplodrina_blanda	0.66
FBACB091-11		Insecta	1.00	Hymenoptera	1.00	Mellinidae	1.00	dummy_Mellinidae	1.00	Mellinini	1.00	Mellinus	1.00	Mellinus_arvensis	1.00
FBCOD552-11		Insecta	1.00	Coleoptera	0.92	Staphylinidae	0.91	Aleocharinae	0.87	Lomechusini	0.83	Pella	0.82	Pella_lugens	0.67
GBDTA10469-21		Insecta	0.98	Lepidoptera	0.37	Tachinidae	0.10	dummy_Stathmopodidae	0.05	dummy_Stathmopodidae	0.05	Stathmopoda	0.05	Stathmopoda_pedella	0.05
GDIP2008-21		Insecta	1.00	Diptera	1.00	Syrphidae	1.00	Eristalinae	1.00	Rhingiini	1.00	Pelecocera	1.00	Pelecocera_tricincta	1.00
GMGMB066-14		Insecta	1.00	Diptera	1.00	Sarcophagidae	0.57	Sarcophaginae	0.56	dummy_Sarcophaginae	0.56	Sarcophaga	0.56	Sarcophaga_subvicina	0.17
GBCOG297-13		Insecta	1.00	Coleoptera	0.67	Staphylinidae	0.22	Leiodinae	0.13	Anisotomini	0.12	Anisotoma	0.06	Agathidium_arcticum	0.04
GMGRD2321-13		Insecta	1.00	Diptera	0.74	Mycetophilidae	0.14	Mycetophilinae	0.08	dummy_Chioneinae	0.06	Macrocera	0.05	Macrocera_pilosa	0.05
GBACU3648-13		Insecta	1.00	Hymenoptera	1.00	Pemphredonidae	1.00	Pemphredoninae	1.00	Pemphredonini	1.00	Pemphredon	1.00	Pemphredon_morio	1.00
GMGRD2834-13		Insecta	1.00	Diptera	1.00	Anthomyiidae	1.00	dummy_Anthomyiidae	1.00	dummy_Anthomyiidae	1.00	Alliopsis	1.00	Alliopsis_silvestris	1.00
GBSYM1936-13		Insecta	1.00	Hymenoptera	0.98	Tenthredinidae	0.98	Nematinae	0.75	dummy_Nematinae	0.75	Euura	0.43	Euura_vaga	0.17
FBLMV029-09		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	dummy_Noctuinae	0.98	Xestia	0.95	Xestia_speciosa	0.84
FBLMV542-09		Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Eucosmini	1.00	Gypsonoma	1.00	Gypsonoma_oppressana	1.00
FBNE089-11		Insecta	1.00	Diptera	0.55	Carabidae	0.22	Harpalinae	0.20	Pterostichini	0.08	Poecilus	0.08	Poecilus_lepidus	0.07
BCHYM3804-14		Insecta	0.99	Hymenoptera	0.64	Ichneumonidae	0.38	Ennominae	0.08	dummy_Ennominae	0.08	Euura	0.07	Aspitates_gilvaria	0.04
GDIP3655-22		Insecta	1.00	Diptera	1.00	Chironomidae	1.00	Chironominae	1.00	Chironomini	1.00	Glyptotendipes	1.00	Glyptotendipes_cauliginellus	1.00
FBARB445-11		Arachnida	1.00	Araneae	1.00	Salticidae	0.82	dummy_Salticidae	0.82	dummy_Salticidae	0.82	Attulus	0.56	Attulus_floricola	0.55
EULEP6198-20		Insecta	1.00	Lepidoptera	0.99	Lycaenidae	0.87	Theclinae	0.83	Eumaeini	0.83	Satyrium	0.83	Satyrium_w-album	0.75
FBSYM457-10		Insecta	1.00	Hymenoptera	1.00	Pamphiliidae	1.00	Cephalciinae	1.00	dummy_Cephalciinae	1.00	Cephalcia	1.00	Cephalcia_arvensis	1.00
ODOPE862-11		Insecta	1.00	Lepidoptera	1.00	Pyralidae	1.00	Galleriinae	1.00	dummy_Galleriinae	1.00	Galleria	1.00	Galleria_mellonella	1.00
GMGMD1501-14		Insecta	1.00	Hymenoptera	0.81	Eulophidae	0.45	Eulophinae	0.40	dummy_Eulophinae	0.40	Eulonchetron	0.24	Eulonchetron_torymoides	0.24
GCOL2612-16		Insecta	1.00	Coleoptera	0.64	Chrysomelidae	0.54	Galerucinae	0.53	Alticini	0.52	Phyllotreta	0.52	Phyllotreta_atra	0.42
GMGMJ680-14		Insecta	1.00	Diptera	1.00	Muscidae	1.00	Azeliinae	1.00	dummy_Azeliinae	1.00	Polietes	1.00	Polietes_domitor	1.00
FBSYB1243-12		Insecta	1.00	Hymenoptera	1.00	Tenthredinidae	1.00	Allantinae	1.00	dummy_Allantinae	1.00	Empria	1.00	Empria_longicornis_group	1.00
FBCON712-13		Insecta	0.99	Coleoptera	0.41	Tortricidae	0.13	Tortricinae	0.08	dummy_Ciinae	0.05	Gonioctena	0.04	Gonioctena_linnaeana	0.04
BASYM828-11		Insecta	1.00	Hymenoptera	1.00	Tenthredinidae	1.00	Nematinae	1.00	dummy_Nematinae	1.00	Euura	1.00	Euura_fuscomaculata	0.80
FBSYB230-11		Insecta	1.00	Hymenoptera	1.00	Tenthredinidae	1.00	Tenthredininae	1.00	dummy_Tenthredininae	1.00	Tenthredo	1.00	Tenthredo_mioceras	0.86
GBCOU3445-13		Insecta	1.00	Coleoptera	0.61	Scarabaeidae	0.27	Aphodiinae	0.27	Aphodiini	0.27	Liothorax	0.21	Spilogona_denigrata	0.12
GWOR3764-09		Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	dummy_Larentiinae	1.00	Venusia	1.00	Venusia_blomeri	1.00
GWOSM009-11		Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Ennominae	1.00	dummy_Ennominae	1.00	Peribatodes	1.00	Peribatodes_secundaria	1.00
GBCOU3543-13		Insecta	1.00	Coleoptera	0.58	Staphylinidae	0.24	Aleocharinae	0.15	Athetini	0.07	Omalium	0.05	Galerucella_grisescens	0.05
GMGMP4078-18		Insecta	1.00	Lepidoptera	1.00	Douglasiidae	1.00	Douglasiinae	1.00	dummy_Douglasiinae	1.00	Tinagma	1.00	Tinagma_perdicella	1.00
