ID	class	Prob_class	order	Prob_order	family	Prob_family	subfamily	Prob_subfamily	genus	Prob_genus
FBCOJ073-12	Insecta	1.00	Coleoptera	1.00	Nitidulidae	1.00	Epuraeinae	1.00	Epuraea	1.00
FBCOJ119-12	Insecta	1.00	Coleoptera	0.88	Chrysomelidae	0.73	Bruchinae	0.73	Bruchus	0.73
FBCOJ128-12	Insecta	1.00	Coleoptera	0.61	Staphylinidae	0.15	Chrysomelinae	0.07	Gastrophysa	0.04
FBCOJ117-12	Insecta	1.00	Coleoptera	1.00	Chrysomelidae	1.00	Cassidinae	1.00	Cassida	1.00
FBCOJ129-12	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Staphylininae	1.00	Gabrius	1.00
FBCOJ152-12	Insecta	1.00	Coleoptera	1.00	Alexiidae	1.00	dummy_Alexiidae	1.00	Sphaerosoma	1.00
FBCOJ148-12	Insecta	1.00	Coleoptera	0.91	Carabidae	0.88	Nebriinae	0.80	Leistus	0.80
FBCOJ155-12	Insecta	1.00	Coleoptera	1.00	Curculionidae	1.00	Ceutorhynchinae	1.00	Phytobius	1.00
FBCOJ131-12	Insecta	1.00	Coleoptera	0.56	Curculionidae	0.13	Aleocharinae	0.07	Sitona	0.07
FBCOJ162-12	Insecta	1.00	Coleoptera	0.68	Staphylinidae	0.57	Aleocharinae	0.46	Myllaena	0.33
FBCOJ164-12	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Aleocharinae	1.00	Atheta	1.00
FBCOJ181-12	Insecta	1.00	Coleoptera	0.78	Elateridae	0.31	Elaterinae	0.20	Agriotes	0.16
FBCOJ173-12	Insecta	1.00	Coleoptera	0.52	Staphylinidae	0.21	Aphodiinae	0.11	Trichophya	0.03
FBCOJ182-12	Insecta	1.00	Coleoptera	0.79	Elateridae	0.25	Elaterinae	0.14	Agriotes	0.09
FBCOJ183-12	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Scaritinae	1.00	Dyschirius	1.00
FBCOJ207-12	Insecta	1.00	Coleoptera	1.00	Curculionidae	1.00	Hyperinae	1.00	Brachypera	1.00
FBCOJ197-12	Insecta	1.00	Coleoptera	0.42	Brentidae	0.11	Apioninae	0.11	Oxystoma	0.04
FBCOJ198-12	Insecta	0.99	Lepidoptera	0.42	Brentidae	0.14	Apioninae	0.14	Oxystoma	0.05
FBCOJ170-12	Insecta	1.00	Coleoptera	0.61	Staphylinidae	0.15	Harpalinae	0.06	Euaesthetus	0.04
FBCOJ219-12	Insecta	1.00	Coleoptera	0.76	Staphylinidae	0.63	Aleocharinae	0.48	Atheta	0.19
FBCOJ220-12	Insecta	1.00	Coleoptera	0.79	Staphylinidae	0.69	Aleocharinae	0.61	Atheta	0.24
FBCOJ184-12	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Scaritinae	1.00	Dyschirius	1.00
FBCOJ221-12	Insecta	1.00	Lepidoptera	0.47	Tortricidae	0.21	Olethreutinae	0.16	Celypha	0.03
FBCOJ229-12	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Pselaphinae	1.00	Euplectus	1.00
FBCOJ244-12	Insecta	1.00	Coleoptera	1.00	Scarabaeidae	1.00	Aphodiinae	1.00	Nimbus	1.00
FBCOJ245-12	Insecta	1.00	Coleoptera	1.00	Scarabaeidae	1.00	Aphodiinae	1.00	Nimbus	1.00
FBCOJ272-12	Insecta	1.00	Coleoptera	1.00	Melyridae	1.00	Malachiinae	1.00	Anthocomus	1.00
FBCOJ273-12	Insecta	1.00	Coleoptera	1.00	Melyridae	1.00	Malachiinae	1.00	Anthocomus	1.00
FBCOJ282-12	Insecta	1.00	Coleoptera	0.79	Staphylinidae	0.23	Byrrhinae	0.08	Enochrus	0.07
FBCOJ277-12	Insecta	1.00	Coleoptera	1.00	Histeridae	1.00	Abraeinae	1.00	Acritus	1.00
FBCOJ292-12	Insecta	1.00	Coleoptera	0.73	Staphylinidae	0.51	Aleocharinae	0.31	Atheta	0.16
FBCOJ296-12	Insecta	1.00	Coleoptera	0.69	Staphylinidae	0.45	Omaliinae	0.24	Geodromicus	0.06
FBCOJ246-12	Insecta	1.00	Coleoptera	1.00	Scarabaeidae	1.00	Aphodiinae	1.00	Chilothorax	1.00
FBCOJ302-12	Insecta	1.00	Coleoptera	1.00	Chrysomelidae	1.00	Chrysomelinae	1.00	Phratora	1.00
FBCOJ310-12	Insecta	1.00	Coleoptera	0.64	Dermestidae	0.15	Aleocharinae	0.10	Dermestes	0.07
FBCOJ317-12	Insecta	1.00	Coleoptera	1.00	Melyridae	1.00	Malachiinae	1.00	Anthocomus	1.00
FBCOJ318-12	Insecta	0.99	Coleoptera	0.74	Brentidae	0.52	Apioninae	0.52	Taeniapion	0.45
FBCOJ276-12	Insecta	1.00	Coleoptera	1.00	Histeridae	1.00	Abraeinae	1.00	Acritus	1.00
FBCOJ326-12	Insecta	1.00	Coleoptera	0.71	Carabidae	0.51	Nebriinae	0.38	Notiophilus	0.38
FBCOJ350-12	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Dicheirotrichus	1.00
FBCOJ356-12	Insecta	1.00	Coleoptera	1.00	Brentidae	1.00	Apioninae	1.00	Ceratapion	1.00
FBCOJ360-12	Insecta	1.00	Coleoptera	1.00	Coccinellidae	1.00	Coccinellinae	1.00	Subcoccinella	1.00
FBCOJ359-12	Insecta	1.00	Coleoptera	1.00	Coccinellidae	1.00	Coccinellinae	1.00	Subcoccinella	1.00
FBCOJ363-12	Insecta	1.00	Coleoptera	1.00	Chrysomelidae	1.00	Galerucinae	1.00	Chaetocnema	1.00
FBCOJ372-12	Insecta	1.00	Coleoptera	1.00	Curculionidae	1.00	Ceutorhynchinae	1.00	Hadroplontus	1.00
FBCOJ396-12	Insecta	1.00	Coleoptera	0.52	Staphylinidae	0.16	Aleocharinae	0.07	Omalium	0.03
FBCOJ366-12	Insecta	1.00	Coleoptera	1.00	Brentidae	1.00	Apioninae	1.00	Apion	1.00
FBCOJ374-12	Insecta	1.00	Coleoptera	1.00	Attelabidae	1.00	Rhynchitinae	1.00	Involvulus	1.00
FBCOJ417-12	Insecta	1.00	Coleoptera	1.00	Ciidae	1.00	Ciinae	1.00	Orthocis	1.00
FBCOJ364-12	Insecta	1.00	Coleoptera	1.00	Chrysomelidae	1.00	Galerucinae	1.00	Chaetocnema	1.00
FBCOJ419-12	Insecta	1.00	Coleoptera	0.55	Staphylinidae	0.14	Lepturinae	0.10	Stictoleptura	0.03
FBCOJ354-12	Insecta	0.99	Coleoptera	0.77	Brentidae	0.60	Apioninae	0.60	Taeniapion	0.53
FBCOJ448-12	Insecta	1.00	Coleoptera	0.82	Staphylinidae	0.58	Omaliinae	0.27	Eusphalerum	0.13
FBCOJ427-12	Insecta	1.00	Coleoptera	0.76	Nitidulidae	0.37	Epuraeinae	0.33	Epuraea	0.33
FBCOJ452-12	Insecta	1.00	Coleoptera	1.00	Chrysomelidae	1.00	Cryptocephalinae	1.00	Cryptocephalus	1.00
FBCOJ480-12	Insecta	1.00	Coleoptera	0.88	Staphylinidae	0.74	Steninae	0.68	Stenus	0.68
FBCOJ449-12	Insecta	1.00	Coleoptera	0.70	Staphylinidae	0.44	Omaliinae	0.18	Eusphalerum	0.11
FBCOJ514-12	Insecta	0.99	Coleoptera	0.68	Curculionidae	0.35	Ceutorhynchinae	0.10	Ceutorhynchus	0.04
FBCOJ484-12	Insecta	1.00	Coleoptera	0.59	Staphylinidae	0.22	Harpalinae	0.06	Bledius	0.03
FBCOJ518-12	Insecta	1.00	Coleoptera	1.00	Curculionidae	1.00	Entiminae	1.00	Philopedon	1.00
FBCOJ521-12	Insecta	1.00	Coleoptera	0.83	Staphylinidae	0.77	Staphylininae	0.48	Xantholinus	0.44
FBCOJ530-12	Insecta	1.00	Coleoptera	0.99	Staphylinidae	0.99	Oxytelinae	0.95	Carpelimus	0.95
FBCOJ525-12	Insecta	1.00	Coleoptera	0.84	Staphylinidae	0.73	Staphylininae	0.54	Quedius	0.47
FBCOJ487-12	Insecta	1.00	Coleoptera	0.91	Elateridae	0.44	Dendrometrinae	0.27	Selatosomus	0.18
FBCOJ557-12	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Scaritinae	1.00	Dyschirius	1.00
FBCOJ574-12	Insecta	1.00	Coleoptera	1.00	Dytiscidae	0.92	Colymbetinae	0.91	Rhantus	0.91
FBCOJ576-12	Insecta	1.00	Coleoptera	0.42	Carabidae	0.21	Harpalinae	0.17	Tachinus	0.06
FBCOJ578-12	Insecta	1.00	Coleoptera	0.47	Carabidae	0.23	Harpalinae	0.20	Amara	0.04
FBCOJ481-12	Insecta	1.00	Coleoptera	0.77	Staphylinidae	0.61	Steninae	0.53	Stenus	0.53
FBCOJ607-12	Insecta	1.00	Coleoptera	0.49	Staphylinidae	0.17	Lepturinae	0.11	Pachyta	0.09
FBCOJ608-12	Insecta	1.00	Coleoptera	0.48	Melandryidae	0.11	Melandryinae	0.11	Hypulus	0.11
FBCOJ588-12	Insecta	1.00	Coleoptera	0.60	Staphylinidae	0.36	Aleocharinae	0.21	Atheta	0.07
FBCOJ619-12	Insecta	1.00	Coleoptera	1.00	Dermestidae	1.00	Attageninae	1.00	Attagenus	1.00
FBCOJ640-12	Insecta	1.00	Coleoptera	1.00	Curculionidae	1.00	Ceutorhynchinae	1.00	Hadroplontus	1.00
FBCOJ635-12	Insecta	1.00	Coleoptera	0.58	Staphylinidae	0.20	Aleocharinae	0.12	Saperda	0.08
FBCOJ648-12	Insecta	1.00	Coleoptera	0.67	Staphylinidae	0.16	Chaoborinae	0.07	Chaoborus	0.07
FBCOJ654-12	Insecta	1.00	Coleoptera	0.74	Staphylinidae	0.12	Enochrinae	0.07	Enochrus	0.06
FBCOJ642-12	Insecta	1.00	Coleoptera	1.00	Cimberididae	1.00	dummy_Cimberididae	1.00	Cimberis	1.00
FBCOJ643-12	Insecta	1.00	Coleoptera	0.57	Buprestidae	0.35	Buprestinae	0.35	Chrysobothris	0.35
FBCOJ641-12	Insecta	1.00	Coleoptera	0.66	Staphylinidae	0.18	Hydroporinae	0.07	Hydroporus	0.07
FBCOJ657-12	Insecta	1.00	Coleoptera	0.68	Staphylinidae	0.25	Aleocharinae	0.10	Agrilus	0.08
FBCOJ655-12	Insecta	1.00	Coleoptera	0.64	Staphylinidae	0.13	Anthicinae	0.07	Anthicus	0.06
FBCOJ661-12	Insecta	1.00	Coleoptera	0.55	Buprestidae	0.15	Buprestinae	0.15	Anthaxia	0.12
FBCOJ658-12	Insecta	1.00	Coleoptera	0.75	Staphylinidae	0.16	Agrilinae	0.13	Agrilus	0.13
FBCOJ629-12	Insecta	1.00	Coleoptera	0.98	Elateridae	0.97	Elaterinae	0.97	Ampedus	0.97
FBCOJ664-12	Insecta	1.00	Coleoptera	1.00	Dytiscidae	1.00	Colymbetinae	1.00	Rhantus	1.00
FBCOJ703-13	Insecta	0.97	Coleoptera	0.58	Mycetophagidae	0.11	Mycetophaginae	0.11	Litargus	0.04
FBCOJ708-13	Insecta	0.99	Coleoptera	0.66	Staphylinidae	0.15	Aleocharinae	0.07	Ampedus	0.05
FBCOJ715-13	Insecta	1.00	Coleoptera	0.99	Buprestidae	0.99	Buprestinae	0.99	Anthaxia	0.99
FBCOJ711-13	Insecta	1.00	Coleoptera	0.80	Elateridae	0.17	Buprestinae	0.14	Anthaxia	0.11
FBCOJ688-13	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Mycetoporinae	1.00	Ischnosoma	1.00
FBCOJ757-13	Insecta	1.00	Coleoptera	1.00	Dytiscidae	1.00	Dytiscinae	1.00	Dytiscus	1.00
FBCOJ758-13	Insecta	1.00	Coleoptera	0.71	Staphylinidae	0.32	Aleocharinae	0.13	Quedius	0.07
FBCOJ716-13	Insecta	1.00	Coleoptera	1.00	Buprestidae	1.00	Agrilinae	1.00	Agrilus	1.00
FBCOJ760-13	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Calathus	1.00
FBCOJ776-13	Insecta	1.00	Coleoptera	1.00	Carabidae	0.99	Harpalinae	0.99	Harpalus	0.99
FBCOJ766-13	Insecta	1.00	Coleoptera	0.80	Carabidae	0.68	Harpalinae	0.63	Amara	0.54
FBCOJ777-13	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Harpalus	1.00
FBCOJ784-13	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Panagaeus	1.00
FBCOJ783-13	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Harpalus	0.99
FBCOJ796-13	Insecta	1.00	Coleoptera	0.99	Carabidae	0.99	Harpalinae	0.99	Ophonus	0.52
FBCOJ792-13	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Elaphrinae	1.00	Elaphrus	1.00
FBCOJ799-13	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Amara	1.00
FBCOJ797-13	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Ophonus	0.45
FBCOJ800-13	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Cicindelinae	1.00	Cicindela	1.00
FBCOJ801-13	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Amara	1.00
FBCOJ802-13	Insecta	0.99	Coleoptera	0.67	Carabidae	0.57	Harpalinae	0.49	Pterostichus	0.12
FBCOJ780-13	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Calathus	1.00
FBCOJ803-13	Insecta	1.00	Coleoptera	0.53	Carabidae	0.45	Harpalinae	0.35	Pterostichus	0.11
FBCOJ791-13	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Amara	0.98
FBCOJ804-13	Insecta	1.00	Coleoptera	0.83	Carabidae	0.79	Harpalinae	0.79	Pterostichus	0.61
FBCOJ805-13	Insecta	1.00	Coleoptera	0.90	Carabidae	0.81	Harpalinae	0.75	Pterostichus	0.54
FBCOJ810-13	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Harpalus	0.61
FBCOJ820-13	Insecta	1.00	Coleoptera	0.97	Carabidae	0.94	Harpalinae	0.93	Pterostichus	0.73
FBCOJ811-13	Insecta	1.00	Coleoptera	1.00	Carabidae	0.99	Harpalinae	0.99	Ophonus	0.45
FBCOJ831-13	Insecta	1.00	Coleoptera	0.88	Staphylinidae	0.19	Staphylininae	0.09	Anomala	0.06
FBCOJ822-13	Insecta	1.00	Coleoptera	0.65	Carabidae	0.52	Harpalinae	0.48	Paradromius	0.20
FBCOJ827-13	Insecta	1.00	Coleoptera	1.00	Cerambycidae	1.00	Lamiinae	1.00	Exocentrus	1.00
FBCOJ837-13	Insecta	1.00	Coleoptera	0.67	Staphylinidae	0.37	Aleocharinae	0.16	Atheta	0.06
FBCOJ835-13	Insecta	0.99	Coleoptera	0.61	Chrysomelidae	0.10	Gelechiinae	0.05	Chionodes	0.04
FBCOJ825-13	Insecta	1.00	Coleoptera	0.59	Curculionidae	0.26	Entiminae	0.12	Sitona	0.09
FBCOJ839-13	Insecta	1.00	Coleoptera	0.74	Staphylinidae	0.57	Aleocharinae	0.30	Aleochara	0.14
FBCOJ840-13	Insecta	1.00	Coleoptera	0.58	Curculionidae	0.23	Curculioninae	0.06	Coleophora	0.04
FBCOJ841-13	Insecta	0.99	Coleoptera	0.54	Staphylinidae	0.17	Aleocharinae	0.08	Atheta	0.04
FBCOJ821-13	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Chlaenius	1.00
FBCOJ843-13	Insecta	1.00	Coleoptera	0.63	Chrysomelidae	0.26	Cassidinae	0.23	Cassida	0.23
FBCOJ845-13	Insecta	1.00	Coleoptera	0.72	Megalopodidae	0.34	Zeugophorinae	0.34	Zeugophora	0.34
FBCOJ846-13	Insecta	0.99	Coleoptera	0.39	Staphylinidae	0.13	Phygadeuontinae	0.08	Phygadeuon	0.05
FBCOJ848-13	Insecta	1.00	Coleoptera	1.00	Ptinidae	1.00	Ptininae	1.00	Niptus	1.00
FBCOJ849-13	Insecta	1.00	Coleoptera	1.00	Ptinidae	1.00	Ptininae	1.00	Niptus	1.00
FBCOJ851-13	Insecta	1.00	Diptera	0.58	Muscidae	0.13	Harpalinae	0.07	Hydrotaea	0.05
FBCOJ850-13	Insecta	1.00	Diptera	0.57	Muscidae	0.15	Azeliinae	0.08	Hydrotaea	0.05
FBCOJ854-13	Insecta	1.00	Diptera	0.50	Carabidae	0.14	Harpalinae	0.13	Fannia	0.05
FBCOK002-13	Insecta	1.00	Coleoptera	0.82	Staphylinidae	0.34	Staphylininae	0.13	Lesteva	0.06
FBCOK004-13	Insecta	1.00	Coleoptera	0.61	Curculionidae	0.22	Ceutorhynchinae	0.08	Cassida	0.07
FBCOJ847-13	Insecta	1.00	Coleoptera	1.00	Ptinidae	1.00	Ptininae	1.00	Niptus	1.00
FBCOK005-13	Insecta	1.00	Coleoptera	0.56	Chrysomelidae	0.12	Chrysomelinae	0.06	Gastrophysa	0.04
FBCOK017-13	Insecta	1.00	Coleoptera	0.45	Curculionidae	0.19	Curculioninae	0.10	Dorytomus	0.03
FBCOK007-13	Insecta	1.00	Coleoptera	0.55	Staphylinidae	0.15	Aleocharinae	0.07	Cercyon	0.05
FBCOK009-13	Insecta	0.99	Coleoptera	0.70	Staphylinidae	0.46	Steninae	0.41	Stenus	0.41
FBCOJ852-13	Insecta	1.00	Diptera	0.45	Staphylinidae	0.14	Aleocharinae	0.09	Dicranota	0.07
FBCOK018-13	Insecta	1.00	Coleoptera	0.66	Curculionidae	0.26	Entiminae	0.20	Sitona	0.10
FBCOK019-13	Insecta	1.00	Coleoptera	0.58	Staphylinidae	0.11	Aleocharinae	0.09	Ctenicera	0.02
FBCOK022-13	Insecta	1.00	Coleoptera	0.65	Nitidulidae	0.27	Meligethinae	0.22	Thymogethes	0.10
FBCOK024-13	Insecta	1.00	Coleoptera	0.47	Brentidae	0.22	Apioninae	0.22	Protapion	0.09
FBCOK026-13	Insecta	1.00	Coleoptera	0.72	Chrysomelidae	0.41	Cassidinae	0.31	Cassida	0.31
FBCOK020-13	Insecta	0.96	Coleoptera	0.61	Staphylinidae	0.18	Orthocladiinae	0.09	Amara	0.03
FBCOK029-13	Insecta	1.00	Coleoptera	1.00	Brentidae	1.00	Apioninae	1.00	Aizobius	1.00
FBCOK033-13	Insecta	1.00	Coleoptera	0.87	Curculionidae	0.80	Hyperinae	0.77	Hypera	0.76
FBCOK025-13	Insecta	0.99	Coleoptera	0.46	Brentidae	0.20	Apioninae	0.20	Protapion	0.12
FBCOK036-13	Insecta	1.00	Coleoptera	0.89	Scarabaeidae	0.61	Cetoniinae	0.60	Trichius	0.60
FBCOK034-13	Insecta	1.00	Coleoptera	0.91	Curculionidae	0.85	Hyperinae	0.81	Hypera	0.78
FBCOK040-13	Insecta	1.00	Coleoptera	1.00	Scarabaeidae	1.00	Melolonthinae	1.00	Melolontha	1.00
FBCOK044-13	Insecta	1.00	Coleoptera	0.65	Staphylinidae	0.26	Aleocharinae	0.13	Atheta	0.05
FBCOK037-13	Insecta	1.00	Coleoptera	0.68	Staphylinidae	0.12	Cerambycinae	0.08	Xylotrechus	0.06
FBCOK027-13	Insecta	1.00	Coleoptera	0.47	Brentidae	0.24	Apioninae	0.24	Taeniapion	0.09
FBCOK045-13	Insecta	0.99	Coleoptera	0.61	Staphylinidae	0.20	Aleocharinae	0.08	Coccidula	0.03
FBCOK051-13	Insecta	0.99	Coleoptera	0.75	Curculionidae	0.20	Entiminae	0.17	Sitona	0.12
FBCOK048-13	Insecta	1.00	Coleoptera	0.72	Curculionidae	0.58	Ceutorhynchinae	0.48	Ceutorhynchus	0.43
FBCOK052-13	Insecta	1.00	Coleoptera	0.77	Curculionidae	0.32	Entiminae	0.24	Sitona	0.13
FBCOK054-13	Insecta	1.00	Coleoptera	0.62	Staphylinidae	0.20	Galerucinae	0.15	Longitarsus	0.08
FBCOK055-13	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Harpalus	0.98
FBCOK058-13	Insecta	1.00	Coleoptera	0.78	Brentidae	0.22	Apioninae	0.21	Protapion	0.11
FBCOK059-13	Insecta	1.00	Coleoptera	0.67	Chrysomelidae	0.43	Cryptocephalinae	0.42	Cryptocephalus	0.42
FBCOK060-13	Insecta	1.00	Coleoptera	1.00	Chrysomelidae	1.00	Cryptocephalinae	1.00	Cryptocephalus	1.00
FBCOK053-13	Insecta	1.00	Coleoptera	1.00	Chrysomelidae	1.00	Galerucinae	1.00	Longitarsus	1.00
FBCOK064-13	Insecta	1.00	Coleoptera	0.79	Mordellidae	0.71	Mordellinae	0.71	Mordellistena	0.71
FBCOK066-13	Insecta	1.00	Coleoptera	0.43	Tortricidae	0.10	Cassidinae	0.07	Cassida	0.07
FBCOK073-13	Insecta	1.00	Coleoptera	0.95	Scarabaeidae	0.91	Cetoniinae	0.91	Protaetia	0.91
FBCOK072-13	Insecta	1.00	Coleoptera	0.97	Scarabaeidae	0.90	Cetoniinae	0.88	Protaetia	0.87
FBCOK070-13	Insecta	1.00	Coleoptera	0.61	Staphylinidae	0.21	Aleocharinae	0.11	Atheta	0.07
FBCOK075-13	Insecta	1.00	Coleoptera	1.00	Brentidae	1.00	Apioninae	1.00	Stenopterapion	1.00
FBCOK076-13	Insecta	1.00	Coleoptera	0.88	Brentidae	0.75	Apioninae	0.75	Protapion	0.74
FBCOK057-13	Insecta	1.00	Coleoptera	0.69	Curculionidae	0.21	Entiminae	0.13	Sitona	0.07
FBCOK086-13	Insecta	1.00	Coleoptera	0.79	Curculionidae	0.57	Curculioninae	0.47	Anthonomus	0.43
FBCOK085-13	Insecta	1.00	Coleoptera	0.60	Staphylinidae	0.25	Aleocharinae	0.10	Hilara	0.03
FBCOK091-13	Insecta	1.00	Coleoptera	0.47	Curculionidae	0.26	Molytinae	0.07	Hylobius	0.06
FBCOK092-13	Insecta	1.00	Coleoptera	0.63	Curculionidae	0.30	Ceutorhynchinae	0.09	Glocianus	0.05
FBCOK095-13	Insecta	1.00	Coleoptera	0.48	Tenthredinidae	0.09	Coccinellinae	0.05	Aleochara	0.04
FBCOK074-13	Insecta	1.00	Coleoptera	0.78	Curculionidae	0.43	Curculioninae	0.14	Tychius	0.10
FBCOK125-13	Insecta	1.00	Coleoptera	1.00	Chrysomelidae	1.00	Cryptocephalinae	1.00	Pachybrachis	1.00
FBCOK107-13	Insecta	1.00	Lepidoptera	0.57	Tortricidae	0.19	Olethreutinae	0.14	Phiaris	0.07
FBCOK130-13	Insecta	1.00	Coleoptera	1.00	Curculionidae	1.00	Curculioninae	1.00	Anthonomus	1.00
FBCOK136-13	Insecta	1.00	Coleoptera	1.00	Chrysomelidae	1.00	Cryptocephalinae	1.00	Cryptocephalus	1.00
FBCOK146-13	Insecta	1.00	Coleoptera	0.92	Carabidae	0.90	Harpalinae	0.90	Dicheirotrichus	0.48
FBCOK159-13	Insecta	1.00	Coleoptera	0.49	Chironomidae	0.10	Orthocladiinae	0.06	Cricotopus	0.03
FBCOK150-13	Insecta	1.00	Coleoptera	1.00	Monotomidae	1.00	Rhizophaginae	1.00	Rhizophagus	1.00
FBCOK164-13	Insecta	1.00	Coleoptera	0.52	Cerambycidae	0.08	dummy_Tineidae	0.05	Infurcitinea	0.05
FBCOK151-13	Insecta	1.00	Coleoptera	1.00	Monotomidae	1.00	Rhizophaginae	1.00	Rhizophagus	1.00
FBCOK116-13	Insecta	1.00	Coleoptera	0.73	Staphylinidae	0.18	Dorcatominae	0.14	Dorcatoma	0.14
FBCOK174-13	Insecta	1.00	Coleoptera	1.00	Cerambycidae	1.00	Lamiinae	1.00	Oberea	1.00
FBCOK175-13	Insecta	1.00	Coleoptera	0.60	Staphylinidae	0.19	Sphaeridiinae	0.12	Cercyon	0.08
FBCOK179-13	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Dromius	1.00
FBCOK191-13	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Aleocharinae	1.00	Atheta	1.00
FBCOK190-13	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Anisodactylus	1.00
FBCOK204-13	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Aleocharinae	1.00	Schistoglossa	1.00
FBCOK258-13	Insecta	1.00	Coleoptera	0.72	Staphylinidae	0.38	Aleocharinae	0.31	Atheta	0.15
FBCOK259-13	Insecta	1.00	Coleoptera	0.81	Staphylinidae	0.52	Aleocharinae	0.37	Atheta	0.17
FBCOK261-13	Insecta	1.00	Coleoptera	0.56	Staphylinidae	0.37	Aleocharinae	0.24	Atheta	0.13
FBCOK177-13	Insecta	1.00	Coleoptera	0.75	Brentidae	0.38	Apioninae	0.38	Eutrichapion	0.11
FBCOK269-13	Insecta	1.00	Coleoptera	0.86	Staphylinidae	0.76	Aleocharinae	0.65	Liogluta	0.22
FBCOK270-13	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Aleocharinae	1.00	Atheta	1.00
FBCOK263-13	Insecta	1.00	Coleoptera	0.60	Staphylinidae	0.42	Aleocharinae	0.37	Atheta	0.18
FBCOK272-13	Insecta	1.00	Coleoptera	1.00	Staphylinidae	0.99	Aleocharinae	0.99	Atheta	0.92
FBCOK276-13	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Aleocharinae	1.00	Atheta	1.00
FBCOK257-13	Insecta	1.00	Coleoptera	0.66	Staphylinidae	0.56	Aleocharinae	0.53	Atheta	0.28
FBCOK277-13	Insecta	1.00	Coleoptera	0.80	Staphylinidae	0.62	Aleocharinae	0.58	Atheta	0.24
FBCOK289-13	Insecta	0.98	Coleoptera	0.74	Staphylinidae	0.16	Chironominae	0.05	Agrilus	0.04
FBCOK275-13	Insecta	1.00	Coleoptera	0.73	Staphylinidae	0.48	Aleocharinae	0.43	Atheta	0.21
FBCOK283-13	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Aleocharinae	1.00	Atheta	1.00
FBCOK292-13	Insecta	1.00	Coleoptera	0.83	Brentidae	0.73	Apioninae	0.73	Protapion	0.72
FBCOK293-13	Insecta	1.00	Coleoptera	0.76	Curculionidae	0.24	Aleocharinae	0.07	Atheta	0.06
FBCOK295-13	Insecta	1.00	Coleoptera	0.54	Brentidae	0.30	Apioninae	0.30	Taeniapion	0.09
FBCOK299-13	Insecta	1.00	Coleoptera	1.00	Elateridae	1.00	Agrypninae	1.00	Drilus	1.00
FBCOK301-13	Insecta	0.98	Coleoptera	0.59	Brentidae	0.21	Apioninae	0.20	Ischnopterapion	0.09
FBCOK304-13	Insecta	1.00	Coleoptera	0.65	Dytiscidae	0.16	Colymbetinae	0.10	Nartus	0.08
FBCOK300-13	Insecta	1.00	Coleoptera	0.73	Staphylinidae	0.28	Omaliinae	0.14	Omalium	0.10
FBCOK312-13	Insecta	1.00	Coleoptera	0.50	Staphylinidae	0.25	Aleocharinae	0.14	Atheta	0.08
FBCOK310-13	Insecta	1.00	Coleoptera	0.68	Staphylinidae	0.37	Aleocharinae	0.17	Atheta	0.04
FBCOK296-13	Insecta	1.00	Coleoptera	0.69	Chrysomelidae	0.41	Cassidinae	0.29	Cassida	0.29
FBCOK297-13	Insecta	0.99	Coleoptera	0.50	Chironomidae	0.14	Orthocladiinae	0.11	Dasytes	0.05
FBCOK316-13	Insecta	1.00	Coleoptera	0.73	Elateridae	0.24	Elaterinae	0.22	Adrastus	0.22
